candidate 113 votes included quarantine,ballot number,stations,stations completed,stations percent completed,candidate 1 name,candidate 1 votes,candidate 1 votes included quarantine,candidate 2 name,candidate 2 votes,candidate 2 votes included quarantine,candidate 3 name,candidate 3 votes,candidate 3 votes included quarantine,candidate 4 name,candidate 4 votes,candidate 4 votes included quarantine,candidate 5 name,candidate 5 votes,candidate 5 votes included quarantine,candidate 6 name,candidate 6 votes,candidate 6 votes included quarantine,candidate 7 name,candidate 7 votes,candidate 7 votes included quarantine,candidate 8 name,candidate 8 votes,candidate 8 votes included quarantine,candidate 9 name,candidate 9 votes,candidate 9 votes included quarantine,candidate 10 name,candidate 10 votes,candidate 10 votes included quarantine,candidate 11 name,candidate 11 votes,candidate 11 votes included quarantine,candidate 12 name,candidate 12 votes,candidate 12 votes included quarantine,candidate 13 name,candidate 13 votes,candidate 13 votes included quarantine,candidate 14 name,candidate 14 votes,candidate 14 votes included quarantine,candidate 15 name,candidate 15 votes,candidate 15 votes included quarantine,candidate 16 name,candidate 16 votes,candidate 16 votes included quarantine,candidate 17 name,candidate 17 votes,candidate 17 votes included quarantine,candidate 18 name,candidate 18 votes,candidate 18 votes included quarantine,candidate 19 name,candidate 19 votes,candidate 19 votes included quarantine,candidate 20 name,candidate 20 votes,candidate 20 votes included quarantine,candidate 21 name,candidate 21 votes,candidate 21 votes included quarantine,candidate 22 name,candidate 22 votes,candidate 22 votes included quarantine,candidate 23 name,candidate 23 votes,candidate 23 votes included quarantine,candidate 24 name,candidate 24 votes,candidate 24 votes included quarantine,candidate 25 name,candidate 25 votes,candidate 25 votes included quarantine,candidate 26 name,candidate 26 votes,candidate 26 votes included quarantine,candidate 27 name,candidate 27 votes,candidate 27 votes included quarantine,candidate 28 name,candidate 28 votes,candidate 28 votes included quarantine,candidate 29 name,candidate 29 votes,candidate 29 votes included quarantine,candidate 30 name,candidate 30 votes,candidate 30 votes included quarantine,candidate 31 name,candidate 31 votes,candidate 31 votes included quarantine,candidate 32 name,candidate 32 votes,candidate 32 votes included quarantine,candidate 33 name,candidate 33 votes,candidate 33 votes included quarantine,candidate 34 name,candidate 34 votes,candidate 34 votes included quarantine,candidate 35 name,candidate 35 votes,candidate 35 votes included quarantine,candidate 36 name,candidate 36 votes,candidate 36 votes included quarantine,candidate 37 name,candidate 37 votes,candidate 37 votes included quarantine,candidate 38 name,candidate 38 votes,candidate 38 votes included quarantine,candidate 39 name,candidate 39 votes,candidate 39 votes included quarantine,candidate 40 name,candidate 40 votes,candidate 40 votes included quarantine,candidate 41 name,candidate 41 votes,candidate 41 votes included quarantine,candidate 42 name,candidate 42 votes,candidate 42 votes included quarantine,candidate 43 name,candidate 43 votes,candidate 43 votes included quarantine,candidate 44 name,candidate 44 votes,candidate 44 votes included quarantine,candidate 45 name,candidate 45 votes,candidate 45 votes included quarantine,candidate 46 name,candidate 46 votes,candidate 46 votes included quarantine,candidate 47 name,candidate 47 votes,candidate 47 votes included quarantine,candidate 48 name,candidate 48 votes,candidate 48 votes included quarantine,candidate 49 name,candidate 49 votes,candidate 49 votes included quarantine,candidate 50 name,candidate 50 votes,candidate 50 votes included quarantine,candidate 51 name,candidate 51 votes,candidate 51 votes included quarantine,candidate 52 name,candidate 52 votes,candidate 52 votes included quarantine,candidate 53 name,candidate 53 votes,candidate 53 votes included quarantine,candidate 54 name,candidate 54 votes,candidate 54 votes included quarantine,candidate 55 name,candidate 55 votes,candidate 55 votes included quarantine,candidate 56 name,candidate 56 votes,candidate 56 votes included quarantine,candidate 57 name,candidate 57 votes,candidate 57 votes included quarantine,candidate 58 name,candidate 58 votes,candidate 58 votes included quarantine,candidate 59 name,candidate 59 votes,candidate 59 votes included quarantine,candidate 60 name,candidate 60 votes,candidate 60 votes included quarantine,candidate 61 name,candidate 61 votes,candidate 61 votes included quarantine,candidate 62 name,candidate 62 votes,candidate 62 votes included quarantine,candidate 63 name,candidate 63 votes,candidate 63 votes included quarantine,candidate 64 name,candidate 64 votes,candidate 64 votes included quarantine,candidate 65 name,candidate 65 votes,candidate 65 votes included quarantine,candidate 66 name,candidate 66 votes,candidate 66 votes included quarantine,candidate 67 name,candidate 67 votes,candidate 67 votes included quarantine,candidate 68 name,candidate 68 votes,candidate 68 votes included quarantine,candidate 69 name,candidate 69 votes,candidate 69 votes included quarantine,candidate 70 name,candidate 70 votes,candidate 70 votes included quarantine,candidate 71 name,candidate 71 votes,candidate 71 votes included quarantine,candidate 72 name,candidate 72 votes,candidate 72 votes included quarantine,candidate 73 name,candidate 73 votes,candidate 73 votes included quarantine,candidate 74 name,candidate 74 votes,candidate 74 votes included quarantine,candidate 75 name,candidate 75 votes,candidate 75 votes included quarantine,candidate 76 name,candidate 76 votes,candidate 76 votes included quarantine,candidate 77 name,candidate 77 votes,candidate 77 votes included quarantine,candidate 78 name,candidate 78 votes,candidate 78 votes included quarantine,candidate 79 name,candidate 79 votes,candidate 79 votes included quarantine,candidate 80 name,candidate 80 votes,candidate 80 votes included quarantine,candidate 81 name,candidate 81 votes,candidate 81 votes included quarantine,candidate 82 name,candidate 82 votes,candidate 82 votes included quarantine,candidate 83 name,candidate 83 votes,candidate 83 votes included quarantine,candidate 84 name,candidate 84 votes,candidate 84 votes included quarantine,candidate 85 name,candidate 85 votes,candidate 85 votes included quarantine,candidate 86 name,candidate 86 votes,candidate 86 votes included quarantine,candidate 87 name,candidate 87 votes,candidate 87 votes included quarantine,candidate 88 name,candidate 88 votes,candidate 88 votes included quarantine,candidate 89 name,candidate 89 votes,candidate 89 votes included quarantine,candidate 90 name,candidate 90 votes,candidate 90 votes included quarantine,candidate 91 name,candidate 91 votes,candidate 91 votes included quarantine,candidate 92 name,candidate 92 votes,candidate 92 votes included quarantine,candidate 93 name,candidate 93 votes,candidate 93 votes included quarantine,candidate 94 name,candidate 94 votes,candidate 94 votes included quarantine,candidate 95 name,candidate 95 votes,candidate 95 votes included quarantine,candidate 96 name,candidate 96 votes,candidate 96 votes included quarantine,candidate 97 name,candidate 97 votes,candidate 97 votes included quarantine,candidate 98 name,candidate 98 votes,candidate 98 votes included quarantine,candidate 99 name,candidate 99 votes,candidate 99 votes included quarantine,candidate 100 name,candidate 100 votes,candidate 100 votes included quarantine,candidate 101 name,candidate 101 votes,candidate 101 votes included quarantine,candidate 102 name,candidate 102 votes,candidate 102 votes included quarantine,candidate 103 name,candidate 103 votes,candidate 103 votes included quarantine,candidate 104 name,candidate 104 votes,candidate 104 votes included quarantine,candidate 105 name,candidate 105 votes,candidate 105 votes included quarantine,candidate 106 name,candidate 106 votes,candidate 106 votes included quarantine,candidate 107 name,candidate 107 votes,candidate 107 votes included quarantine,candidate 108 name,candidate 108 votes,candidate 108 votes included quarantine,candidate 109 name,candidate 109 votes,candidate 109 votes included quarantine,candidate 110 name,candidate 110 votes,candidate 110 votes included quarantine,candidate 111 name,candidate 111 votes,candidate 111 votes included quarantine,candidate 112 name,candidate 112 votes,candidate 112 votes included quarantine,candidate 113 name,candidate 113 votes
,68,83,0,0.0,خليفة محمد علي التقازي,0,0,عمار مفتاح الزرقاني البصير,0,0,علي مختار مسعود السائح,0,0,الصديق عمران امحمد الرقيق,0,0,ابراهيم امحمد محمد ابوكليش,0,0,رمضان سالم الصيد الغضوي,0,0,علي مفتاح عمر المجدوب,0,0,عبدالباسط صالح محمد العباني,0,0,مفتاح محمد مفتاح سيف النصر,0,0,سليمان ابراهيم عمر المخرم,0,0,محمود ابراهيم علي اسكيليح,0,0,عاشور فرج عمر نصير,0,0,منير احمد عبدالسلام المخرم,0,0,سالم محمد امحمد التومي,0,0,عبدالمنتصر مصباح عمر شلاكة,0,0,حسين عامر البحري مرسيط,0,0,محمد امحمد محمد شليبك,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,69,206,166,80.0,محمد الفيتوري محمد الحنيش,2154,2154,علي محمد حسن ابوزريبة,1844,1844,عمارة علي حسن شنبارو,1728,1728,امحمد علي بلقاسم شعيب,1193,1193,سالم  مسعود  احمد  قنيدي,1184,1184,عبدالنبي البشير ابوالقاسم عبدالمولى,875,875,عمر حسين علي الخذراوي,792,792,عبدالغفار الطاهر حمد كرفاع,730,730,عبدالله حسين عبدالله اللافي,730,730,فوزي احمد محمد شبح,728,728,المختار الصغير محمد الدوكالي,719,719,حسن الهادي محمد هويسه,588,588,الحجاج المختار الامين قباصة,572,572,صلاح ابوالقاسم مصباح خشيبة,486,486,حسين العجيلي محمد المغيربي,452,452,عمران عمر محمد حمودة,434,434,الطيب الصويعي ابوعجيلة عاشور,424,424,ابوالقاسم محمد علي شيوه,401,401,عبدالحكيم معروف محمد كريمة,382,382,علي حسن علي الحرم,375,375,ناصر صدقي محمد الهنقاري,371,371,طارق علي الطاهر حدود,359,359,محمد خليفه ابوالقاسم جلبوب,355,355,عماد عبدالحفيظ المختار المشاط,335,335,ابراهيم احمد الجيلاني الحاج,329,329,عبدالسلام ابوالقاسم احمد البلعزي,317,317,احمد الطاهر احمد همومه,316,316,المبروك محمد محمد شلادي,304,304,البشير الكامل علي الاحول,303,303,المبروك محمد امطير الشيباني,288,288,لطفي مولود المنصر المنصر,283,283,مصطفى الطيب عبدالسلام ابوتيته,270,270,نبيل علي العربي دراء,264,264,حسين المبروك امحمد منصور,260,260,عبداللطيف البشير عبدالقادر التونسي,254,254,شكري الكوني احمد قطران,240,240,مجدي فتحي المختار نصرات,239,239,محمد مصطفى الصغير اللافي,226,226,فتحي الهادي علي محمد,224,224,عبدالرحمن المختار مسعود كشاده,222,222,محمد التوهامي الطاهر سعيد,216,216,جعفر رمضان محمد هدهود,212,212,اشرف محمد مولود امليش,207,207,عبدالحكيم احمد علي اوحيده,202,202,نوري محمد مسعود معيميد,191,191,محمد احمد محمد المحمودي,190,190,البشير مصطفى عبدالله المعلول,164,164,مصطفى البشير الطاهر المنتصر,152,152,عبدالله رحومة عبدالله ابراهيم,149,149,محمد عبدالله امحمد حسن,148,148,عياد السيد محمد سعيد,147,147,محمد ساسي امحمد الحراري,127,127,البشير محمد عون اللافي,119,119,ابوبكر محمد علي السوداني,108,108,مصطفى الغضبان محمد الغويل,102,102,البشير صالح محمد حماد,96,96,الصادق عبدالحميد نصر السائح,93,93,الهاشمي محمود الهاشمي دخيل,86,86,شعبان نصر المبروك الاسطى,78,78,ابوعجيلة زيد ابوالقاسم شتاوه,74,74,عبدالعاطي خليفة سالم المقوز,73,73,عبدالله البشير الشيباني الاسود,56,56,عبدالحفيظ علي مولود نزها,53,53,مصطفى صالح علي قديم,49,49,ناجي احمد سالم بشير,41,41,جابر عبدالمجيد علي الغائب,24,24,الحراري رجب احمد الحشاني,16,16,محمود محمد عبدالمجيد اجليل,15,15,عبدالرزاق علي مولود خنشوش,15,15,حسين مصطفى علي الاطرش,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,70,72,46,63.0,المبروك عبدالله منصور الكبير,738,738,فرج بشير بلقاسم عبدالملك,731,731,الطاهر المبروك عيسى الدوادي,512,512,مفتاح علي مفتاح الفقي,504,504,حسين محمد ابوالقاسم سويد,390,390,عبدالرحمن عمر الدوادي الحمودي,378,378,عبدالمجيد عبدالله محمد الخطابي,334,334,علي الطاهر عبدالله ابوالقاسم,296,296,محمد نصر المبروك الحريزي,235,235,حمزة الطاهر حسن امسلم,191,191,عبدالحكيم سليمان احمد الكواش,174,174,الصادق مولود مصباح المدهوني,130,130,معمر محمد احمد بركه,125,125,عبدالكريم سالم عمر عيسى,66,66,المبروك خير سعد خير,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,72,0,0.0,سالم محمد علي بالربيعه,0,0,عادل مولود مفتاح محفوظ,0,0,عبدالمنعم عمار سعد بالكور,0,0,محسن شعبان احمد المبروك,0,0,محمد عمر الشيباني شاماكه,0,0,مفتاح خليفة مصباح عروة,0,0,فرج عمران البي شليبك,0,0,عبدالحكيم مفتاح عمار السائح,0,0,خالد ابوالقاسم مولود الصويعي,0,0,المبروك ضو احمد ابراهيم,0,0,شفيق مسعود خليفه الاطرش,0,0,فرج عبدالله سعد غرودة,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,67,41,61.0,فوزي الطاهر رحومة النويري,1362,1362,عون خليفة المبروك الواسع,1002,1002,الهادي امحمد علي العطاب,625,625,الهادي عبدالسلام عمر عبدالله,526,526,منصور خليفة الصويعي رحومة,399,399,عبدالمولى رمضان الفيتوري انتيشة,397,397,عبدالحليم عبدالغني حسين بلقاسم,295,295,سعيد فرج محمد عاشور,206,206,ادهم مصطفى محمد بن حسن المحجوبي,106,106,علي ابوالقاسم علي ابوفصيكه,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,73,0,2335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74,70,0,0.0,عبدالفتاح الهادي العربي راجح,0,0,امحمد محمد خليفة احنيش,0,0,سليمان المبروك عبدالله الحاج,0,0,وسام البغدادي علي الخترشي,0,0,ابوزيد ابوالقاسم امبيه التويجر,0,0,مصطفى مسعود مفتاح غرداية,0,0,علي مصباح محمد الوحيشي,0,0,محمد سعيد سالم كعال,0,0,محمد بشير صالح امبية,0,0,علي احمد علي المبروك,0,0,عبدالله مصباح عمر الحناشي,0,0,المبروك الهادي علي منصور,0,0,فتحي ابوالقاسم علي كشيم,0,0,خالد امحمد علي الفالي,0,0,امحمد حسين امحمد راجح,0,0,يوسف الطاهر علي الطبيب,0,0,صالح سالم احمد ابوشنقوره,0,0,محمد الناصر محمد التريكي,0,0,محمود البشير منصور دله,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75,54,22,40.0,عبدالحكيم مسعود المبروك ابودربالة,543,543,مولود ابوالقاسم محمد الاسود,507,507,عبدالله عبدالعزيز عبدالله التقاز,233,233,علاءالدين ابراهيم ابوالقاسم الطرياق,214,214,محمود عماره المبروك خليفة,192,192,عزالدين خليفة صالح ابوالعيون,159,159,عطية رحومة علي الزوام,149,149,عبدالناصر نوري الفيتوري صليصل,136,136,مراد علي امحمد صوان,92,92,محمد حسني ابوصبيع حرب,85,85,عبدالسلام امحمد علي الصويعي,70,70,مسعود خليفة رحومة التقاز,65,65,فوزي امحمد محمد دقرم,63,63,ابراهيم سالم نصر مقس,55,55,مصطفى امحمد الصغير القدر,51,51,سالم محمد عمر الوريث,18,18,محمد احمد ابراهيم زقابه,8,8,عادل مسعود محمد سوف,7,7,احمد علي احمد ابورتيمة,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76,81,0,0.0,سلمى ابراهيم وافي ادم,0,0,اميره المبروك عوض حمد,0,0,منى ادم داوود الغيثي,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,77,87,0,0.0,انتصار مصطفى المهدي شنيب,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,266,0,0.0,ياسمين محمد عبدالله ادهيويش,0,0,اسماء عبدالله سعد موسى,0,0,سلطنة مسعود بوبكر عبدالرحيم,0,0,فتحية رمضان علي محمد العوامي,0,0,انتصار حسن محمد خليل,0,0,حميدة فتحي محمد محمود الهتش,0,0,نوارة فرج علي حامد العبيدي,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,72,0,0.0,زكية خليفة سعد صالح,0,0,رابحة عبدالسلام علي الفرجاني,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,444,0,0.0,امل سعد محمد العبيدي,0,0,اسمهان عبدالقادر حسين بالعون,0,0,سهام سالم سليمان سرقيوة,0,0,تهاني خليفة محمد بن سعود,0,0,امال محمد عبدالسلام بعيو,0,0,زاهية فرج عطيه علي,0,0,ايمان ناصر فرج الورفلي,0,0,فوزية سالم غيث الفرجاني,0,0,نجوى عبدالله احمد النايض,0,0,فاطمة صالح ميلاد المقصبي,0,0,عائشة يوسف عبدالله الطبلقي,0,0,حميدة محمد علي اوحيدة,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,137,0,0.0,جميلة محمد بوبكر عثمان,0,0,ايمان عبدالسلام محمود حبيب,0,0,فريحة عبدالسلام مصطفى عمر الحضيرى,0,0,ريم عبدالصادق محمد امبارك,0,0,ريحاب محمد احمد السرار,0,0,هدى حمد سالم حامد,0,0,ايمان ميلود محمد الصابرى,0,0,فوزية احمد محمود غربى,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,59,0,0.0,حواء محمد ابراهيم الهبرى,0,0,نجاة محمد مرسال مرسال,0,0,فاطمة شحات بالحسن بلال,0,0,فاطمة عيسى جمعة عيسى,0,0,نجاح امبية عبدالله امبية اعليوه,0,0,فاطمة احمد عبدالمجيد عمر كاريس,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,127,0,0.0,زينب رجب الفيتوري الورفلي,0,0,سارة مفتاح عبدالله مصباح,0,0,امنة فرج خليفة امطير,0,0,مريم الهمالي ابوشعيفة عمار,0,0,عزيزة كركرة عمر ابوستة,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,61,0,0.0,فتحية البغدادي احمد اسطيل,0,0,ناجية امحمد امحمد كريم,0,0,مدلله محمد البشير قندة,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,117,0,0.0,مريم الامين احمد ساير,0,0,سالمة محمد مصطفى الزوي,0,0,زينب اللافي شريف محمد,0,0,امنة زيدان محمد نصر,0,0,فاطمة ابوبكر حمد عمر ابوسعده,0,0,احلام محمد اللافي خليفة,0,0,مريم منصور محمد حمدان,0,0,فاطمة سليمان جبر عمر,0,0,اشجان حسن موسى احمد,0,0,عائشة حسين صوكو مردكلى,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
